Orth_id	Uni_id	Gene_des
OG0088986	sp|Q4R6P7|SESN1_MACFA	Sestrin-1
OG0088987	sp|Q8WVZ9|KBTB7_HUMAN	Kelch repeat and BTB domain-containing protein 7
OG0088990	sp|Q91YT2|RN185_MOUSE	E3 ubiquitin-protein ligase RNF185
OG0088992	sp|Q5R941|FKB14_PONAB	Peptidyl-prolyl cis-trans isomerase FKBP14
OG0088994	sp|Q8TEX9|IPO4_HUMAN	Importin-4
OG0088995	sp|Q7SXL3|TBP_DANRE	TATA-box-binding protein
OG0088996	sp|Q80U62|RUBIC_MOUSE	Run domain Beclin-1-interacting and cysteine-rich domain-containing protein
OG0088999	sp|Q16678|CP1B1_HUMAN	Cytochrome P450 1B1
OG0089005	sp|P46462|TERA_RAT	Transitional endoplasmic reticulum ATPase
OG0089006	sp|P24387|CRHBP_HUMAN	Corticotropin-releasing factor-binding protein
OG0089008	sp|P35284|RAB12_RAT	Ras-related protein Rab-12
OG0089020	sp|P69527|AMPO_RAT	Aminopeptidase O
OG0089034	sp|Q9H0R3|TM222_HUMAN	Transmembrane protein 222
OG0089042	sp|Q1LUT1|EDC4_DANRE	Enhancer of mRNA-decapping protein 4
OG0089045	sp|O42184|CLIP1_CHICK	CAP-Gly domain-containing linker protein 1
OG0089046	sp|P82159|MLE1_CHERA	"Myosin light chain 1, skeletal muscle isoform"
OG0089047	sp|Q6DGY3|TCTA_DANRE	T-cell leukemia translocation-altered gene protein homolog
OG0089050	sp|Q1LZ71|LFG2_BOVIN	Protein lifeguard 2
OG0089058	sp|Q5BLC7|SHA9A_DANRE	Protein shisa-9A
OG0089063	sp|Q8R2N1|AQP3_MOUSE	Aquaporin-3
OG0089073	sp|P32299|BKRB2_MOUSE	B2 bradykinin receptor
OG0089075	sp|Q62682|CNTN3_RAT	Contactin-3
OG0089076	sp|E7FBU4|MMS19_DANRE	MMS19 nucleotide excision repair protein homolog
OG0089082	sp|P97831|TWST2_RAT	Twist-related protein 2
OG0089098	sp|Q5ZLK5|P4HA2_CHICK	Prolyl 4-hydroxylase subunit alpha-2
OG0089101	sp|Q7M370|AAAD_RABIT	Arylacetamide deacetylase
OG0089103	sp|P02524|CRBB3_RAT	Beta-crystallin B3
OG0089106	sp|A3KNS2|CNPY3_DANRE	Protein canopy homolog 3
OG0089107	sp|P17081|RHOQ_HUMAN	Rho-related GTP-binding protein RhoQ
OG0089108	sp|Q92621|NU205_HUMAN	Nuclear pore complex protein Nup205
OG0089121	sp|Q9NWZ5|UCKL1_HUMAN	Uridine-cytidine kinase-like 1
OG0089122	sp|B5X9P2|CIO1A_SALSA	Probable cytosolic iron-sulfur protein assembly protein ciao1-A
OG0089126	sp|P48738|PIPNA_RABIT	Phosphatidylinositol transfer protein alpha isoform
OG0089130	sp|O95935|TBX18_HUMAN	T-box transcription factor TBX18
OG0089133	sp|Q61088|FZD4_MOUSE	Frizzled-4
OG0089137	sp|Q9UBL3|ASH2L_HUMAN	Set1/Ash2 histone methyltransferase complex subunit ASH2
OG0089138	sp|Q9XZD5|CATA_TOXGO	Peroxisomal catalase
OG0089139	sp|O09105|NDF4_MOUSE	Neurogenic differentiation factor 4
OG0089140	sp|Q99LJ2|ABTB1_MOUSE	Ankyrin repeat and BTB/POZ domain-containing protein 1
OG0089143	sp|Q801E1|VAX2_DANRE	Ventral anterior homeobox 2
OG0089145	sp|O42130|TOP2A_CHICK	DNA topoisomerase 2-alpha
OG0089149	sp|Q8SPN2|PKR1_BOVIN	Prokineticin receptor 1
OG0089151	sp|Q6TEN6|WDR91_DANRE	WD repeat-containing protein 91
OG0089153	sp|Q801G2|MPRAB_DANRE	Membrane progestin receptor alpha-B
OG0089157	sp|Q05513|KPCZ_HUMAN	Protein kinase C zeta type
OG0089158	sp|Q64259|VHL_RAT	von Hippel-Lindau disease tumor suppressor
OG0089159	sp|Q9D662|SC23B_MOUSE	Protein transport protein Sec23B
OG0089162	sp|O93274|FZD8_XENLA	Frizzled-8
OG0089163	sp|Q2M2R8|PEX5_RAT	Peroxisomal targeting signal 1 receptor
OG0089164	sp|P04839|CY24B_HUMAN	Cytochrome b-245 heavy chain
OG0089167	sp|Q98TU0|GDNF_DANRE	Glial cell line-derived neurotrophic factor
OG0089170	sp|Q5M7X9|MUL1A_DANRE	Mitochondrial ubiquitin ligase activator of nfkb 1-A
OG0089171	sp|A4FUY1|HECAM_BOVIN	Hepatocyte cell adhesion molecule
OG0089172	sp|Q6PEE3|RIR2B_MOUSE	Ribonucleoside-diphosphate reductase subunit M2 B
OG0089180	sp|Q5R514|UMPS_PONAB	Uridine 5'-monophosphate synthase
OG0089181	sp|Q3SZE3|PLPP3_BOVIN	Phospholipid phosphatase 3
OG0089184	sp|Q13634|CAD18_HUMAN	Cadherin-18
OG0089193	sp|Q9TTF0|NR2E3_BOVIN	Photoreceptor-specific nuclear receptor
OG0089198	sp|Q5JTW2|CEP78_HUMAN	Centrosomal protein of 78 kDa
OG0089199	sp|O70340|NPTX2_MOUSE	Neuronal pentraxin-2
OG0089204	sp|P13804|ETFA_HUMAN	"Electron transfer flavoprotein subunit alpha, mitochondrial"
OG0089207	sp|P11064|PPAC_BOVIN	Low molecular weight phosphotyrosine protein phosphatase
OG0089208	sp|Q9Y6M5|ZNT1_HUMAN	Zinc transporter 1
OG0089209	sp|Q6NWZ9|CDO1_DANRE	Cysteine dioxygenase type 1
OG0089212	sp|Q8N8Z6|DCBD1_HUMAN	"Discoidin, CUB and LCCL domain-containing protein 1"
OG0089213	sp|Q8R4Y4|STAB1_MOUSE	Stabilin-1
OG0089217	sp|Q9NW13|RBM28_HUMAN	RNA-binding protein 28
OG0089224	sp|A9JRA0|ST7L_DANRE	Suppressor of tumorigenicity 7 protein-like
OG0089226	sp|Q17938|DAF36_CAEEL	Cholesterol 7-desaturase
OG0089230	sp|Q0IHV9|DDX6_XENTR	Probable ATP-dependent RNA helicase ddx6
OG0089231	sp|Q5XGB9|AMPL_XENTR	Cytosol aminopeptidase
OG0089234	sp|Q8N431|RGF1C_HUMAN	Ras-GEF domain-containing family member 1C
OG0089236	sp|E1C1L6|ENTP5_CHICK	Ectonucleoside triphosphate diphosphohydrolase 5
OG0089237	sp|Q6TNP8|VP26A_DANRE	Vacuolar protein sorting-associated protein 26A
OG0089248	sp|P54939|TLN1_CHICK	Talin-1
OG0089251	sp|Q5EB14|SWET1_DANRE	Sugar transporter SWEET1
OG0089255	sp|E7EZG2|MY9AA_DANRE	Unconventional myosin-IXAa
OG0089268	sp|Q9UHY1|NRBP_HUMAN	Nuclear receptor-binding protein
OG0089269	sp|P47775|GPR12_HUMAN	G-protein coupled receptor 12
OG0089271	sp|Q9R1J0|NSDHL_MOUSE	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"
OG0089286	sp|Q8R4G6|MGT5A_MOUSE	"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A"
OG0089290	sp|Q6Q7X9|KLH31_DANRE	Kelch-like protein 31
OG0089298	sp|Q6PBU5|GRT1A_DANRE	Growth hormone-regulated TBC protein 1-A
OG0089307	sp|E1BRE2|SIR5_CHICK	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
OG0089310	sp|Q5RCH2|PDIA2_PONAB	Protein disulfide-isomerase A2
OG0089315	sp|Q9NUG4|CCM2L_HUMAN	Cerebral cavernous malformations 2 protein-like
OG0089316	sp|Q16658|FSCN1_HUMAN	Fascin
OG0089321	sp|P49285|MTR1A_CHICK	Melatonin receptor type 1A
OG0089345	sp|Q5T0W9|FA83B_HUMAN	Protein FAM83B
OG0089348	sp|Q6U736|OPN5_HUMAN	Opsin-5
OG0089351	sp|Q0VA82|MFSD8_DANRE	Major facilitator superfamily domain-containing protein 8
OG0089352	sp|P49642|PRI1_HUMAN	DNA primase small subunit
OG0089354	sp|Q567Y6|IFT22_DANRE	Intraflagellar transport protein 22 homolog
OG0089356	sp|O75419|CDC45_HUMAN	Cell division control protein 45 homolog
OG0089358	sp|Q6IQA2|LYSM3_DANRE	LysM and putative peptidoglycan-binding domain-containing protein 3
OG0089366	sp|Q96SJ8|TSN18_HUMAN	Tetraspanin-18
OG0089368	sp|O42364|APOEB_DANRE	Apolipoprotein Eb
OG0089370	sp|Q5VTY9|HHAT_HUMAN	Protein-cysteine N-palmitoyltransferase HHAT
OG0089381	sp|P90893|YM9I_CAEEL	Putative serine protease F56F10.1
OG0089385	sp|Q96JB6|LOXL4_HUMAN	Lysyl oxidase homolog 4
OG0089389	sp|Q8NB59|SYT14_HUMAN	Synaptotagmin-14
OG0089394	sp|Q5XPI4|RN123_HUMAN	E3 ubiquitin-protein ligase RNF123
OG0089396	sp|Q2T9X3|SPRY7_BOVIN	SPRY domain-containing protein 7
OG0089397	sp|Q9UK28|TM59L_HUMAN	Transmembrane protein 59-like
OG0089409	sp|P53676|AP3M1_RAT	AP-3 complex subunit mu-1
OG0089413	sp|Q9H2D1|MFTC_HUMAN	Mitochondrial folate transporter/carrier
OG0089416	sp|Q9PTU3|XPO2_PAGMA	Exportin-2
OG0089417	sp|Q6U736|OPN5_HUMAN	Opsin-5
OG0089420	sp|Q80ZD1|RGS9_TAMST	Regulator of G-protein signaling 9
OG0089426	sp|Q287T7|MFRN1_DANRE	Mitoferrin-1
OG0089431	sp|F1QDF8|FXJ1A_DANRE	Forkhead box protein J1-A
OG0089434	sp|Q8WX92|NELFB_HUMAN	Negative elongation factor B
OG0089437	sp|Q6NYP0|TM208_DANRE	Transmembrane protein 208
OG0089438	sp|Q9BY67|CADM1_HUMAN	Cell adhesion molecule 1
OG0089441	sp|Q8JHF2|LFNG_DANRE	"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe"
OG0089442	sp|P80646|CTRB_GADMO	Chymotrypsin B
OG0089443	sp|Q6DGP8|NRN1_DANRE	Neuritin
OG0089446	sp|Q96Q77|CIB3_HUMAN	Calcium and integrin-binding family member 3
OG0089447	sp|Q08462|ADCY2_HUMAN	Adenylate cyclase type 2
OG0089452	sp|P79880|GUC1A_CHICK	Guanylyl cyclase-activating protein 1
OG0089456	sp|F1QCC6|GPC1_DANRE	Glypican-1
OG0089458	sp|Q5PYI0|TNNI3_HORSE	"Troponin I, cardiac muscle"
OG0089461	sp|Q07496|EPHA4_CHICK	Ephrin type-A receptor 4
OG0089464	sp|Q6PUF3|DHI1L_DANRE	Hydroxysteroid 11-beta-dehydrogenase 1-like protein
OG0089465	sp|Q505F5|LRC47_MOUSE	Leucine-rich repeat-containing protein 47
OG0089466	sp|Q2KIG8|T4S5_BOVIN	Transmembrane 4 L6 family member 5
OG0089469	sp|Q8BJI4|PO6F2_MOUSE	"POU domain, class 6, transcription factor 2"
OG0089479	sp|Q6NZQ8|MARH1_MOUSE	E3 ubiquitin-protein ligase MARCH1
OG0089492	sp|Q99PJ2|TRIM8_MOUSE	Probable E3 ubiquitin-protein ligase TRIM8
OG0089493	sp|Q9PU58|NIPS2_DANRE	Protein NipSnap homolog 2
OG0089495	sp|O55112|AFF2_MOUSE	AF4/FMR2 family member 2
OG0089497	sp|O60239|3BP5_HUMAN	SH3 domain-binding protein 5
OG0089499	sp|P51970|NDUA8_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
OG0089502	sp|C5H5C4|NOT1A_DANRE	Palmitoleoyl-protein carboxylesterase notum1a
OG0089503	sp|Q9IB83|PSB1B_CARAU	Proteasome subunit beta type-1-B
OG0089510	sp|Q9Y672|ALG6_HUMAN	"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase"
OG0089511	sp|Q9YHC5|FOXG1_XENLA	Forkhead box protein G1
OG0089513	sp|B3DJM5|TSH1_DANRE	Teashirt homolog 1
OG0089516	sp|A5X7A0|SOBPA_DANRE	Sine oculis-binding protein homolog A
OG0089518	sp|Q99598|TSNAX_HUMAN	Translin-associated protein X
OG0089521	sp|Q3ZBI6|FHL3_BOVIN	Four and a half LIM domains protein 3
OG0089523	sp|O95841|ANGL1_HUMAN	Angiopoietin-related protein 1
OG0089524	sp|O94929|ABLM3_HUMAN	Actin-binding LIM protein 3
OG0089529	sp|Q9H098|F107B_HUMAN	Protein FAM107B
OG0089537	sp|P31408|VATB2_BOVIN	"V-type proton ATPase subunit B, brain isoform"
OG0089538	sp|Q568V3|FBX50_DANRE	F-box only protein 50
OG0089539	sp|Q13202|DUS8_HUMAN	Dual specificity protein phosphatase 8
OG0089540	sp|P87378|CRK_XENLA	Adapter molecule crk
OG0089543	sp|A0PJR5|ECHD3_DANRE	"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial"
OG0089548	sp|Q6NYE4|ALKMO_DANRE	Alkylglycerol monooxygenase
OG0089550	sp|Q33BP8|FOXN3_PIG	Forkhead box protein N3
OG0089551	sp|Q8BUB6|UST_MOUSE	Uronyl 2-sulfotransferase
OG0089552	sp|P53041|PPP5_HUMAN	Serine/threonine-protein phosphatase 5
OG0089558	sp|Q9NR45|SIAS_HUMAN	Sialic acid synthase
OG0089561	sp|P13349|MYF5_HUMAN	Myogenic factor 5
OG0089566	sp|P49005|DPOD2_HUMAN	DNA polymerase delta subunit 2
OG0089567	sp|A8DZH4|XPR1_DANRE	Xenotropic and polytropic retrovirus receptor 1 homolog
OG0089571	sp|A8E7N9|GDF6B_DANRE	Growth/differentiation factor 6-B
OG0089579	sp|Q91XZ2|PCDB8_MOUSE	Protocadherin beta-8
OG0089586	sp|Q86TI2|DPP9_HUMAN	Dipeptidyl peptidase 9
OG0089587	sp|P52907|CAZA1_HUMAN	F-actin-capping protein subunit alpha-1
OG0089588	sp|B9EJ86|OSBL8_MOUSE	Oxysterol-binding protein-related protein 8
OG0089589	sp|Q5BK01|MET24_RAT	Methyltransferase-like protein 24
OG0089592	sp|Q8NDN9|RCBT1_HUMAN	RCC1 and BTB domain-containing protein 1
OG0089593	sp|P13698|PDGFA_XENLA	Platelet-derived growth factor subunit A
OG0089594	sp|P13698|PDGFA_XENLA	Platelet-derived growth factor subunit A
OG0089595	sp|Q6UVK1|CSPG4_HUMAN	Chondroitin sulfate proteoglycan 4
OG0089603	sp|Q5XGG2|TRUB2_XENTR	Mitochondrial mRNA pseudouridine synthase Trub2
OG0089604	sp|Q99MN1|SYK_MOUSE	Lysine--tRNA ligase
OG0089605	sp|Q9HBB8|CDHR5_HUMAN	Cadherin-related family member 5
OG0089606	sp|Q8VHW7|CCG6_RAT	Voltage-dependent calcium channel gamma-6 subunit
OG0089615	sp|P46940|IQGA1_HUMAN	Ras GTPase-activating-like protein IQGAP1
OG0089617	sp|Q8K467|TMIE_MOUSE	Transmembrane inner ear expressed protein
OG0089624	sp|Q5ZPR3|CD276_HUMAN	CD276 antigen
OG0089628	sp|Q14442|PIGH_HUMAN	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H
OG0089631	sp|Q9UIF3|TEKT2_HUMAN	Tektin-2
OG0089634	sp|Q6P132|TXB1B_DANRE	Tax1-binding protein 1 homolog B
OG0089635	sp|Q2KI15|RF1ML_BOVIN	"Peptide chain release factor 1-like, mitochondrial"
OG0089638	sp|Q5BKT4|AG10A_HUMAN	"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase"
OG0089646	sp|Q9CQJ1|HIG2A_MOUSE	HIG1 domain family member 2A
OG0089650	sp|B5X3W7|CTL2_SALSA	Choline transporter-like protein 2
OG0089652	sp|Q8JIT6|FOXB2_XENLA	Forkhead box protein B2
OG0089667	sp|Q5XH16|NH2L1_XENLA	NHP2-like protein 1
OG0089672	sp|Q13255|GRM1_HUMAN	Metabotropic glutamate receptor 1
OG0089682	sp|P25325|THTM_HUMAN	3-mercaptopyruvate sulfurtransferase
OG0089683	sp|Q00973|B4GN1_HUMAN	"Beta-1,4 N-acetylgalactosaminyltransferase 1"
OG0089689	sp|P87366|OPSG_ORYLA	Green-sensitive opsin
OG0089695	sp|Q96ID5|IGS21_HUMAN	Immunoglobulin superfamily member 21
OG0089696	sp|Q3TXU5|DHYS_MOUSE	Deoxyhypusine synthase
OG0089704	sp|Q7ZWJ7|RL34_DANRE	60S ribosomal protein L34
OG0089708	sp|Q15438|CYH1_HUMAN	Cytohesin-1
OG0089711	sp|Q0VFH6|RM22_XENTR	"39S ribosomal protein L22, mitochondrial"
OG0089714	sp|E9PYL2|PRR12_MOUSE	Proline-rich protein 12
OG0089716	sp|Q8BH88|DEP1B_MOUSE	DEP domain-containing protein 1B
OG0089718	sp|Q6DBV4|PHOP1_DANRE	Probable phosphatase phospho1
OG0089719	sp|Q9DGE2|MK14A_DANRE	Mitogen-activated protein kinase 14A
OG0089720	sp|O95704|APBB3_HUMAN	Amyloid-beta A4 precursor protein-binding family B member 3
OG0089723	sp|Q8JGS9|RS18_DANRE	40S ribosomal protein S18
OG0089726	sp|Q8BH95|ECHM_MOUSE	"Enoyl-CoA hydratase, mitochondrial"
OG0089729	sp|E2RQ08|RPN1_CANLF	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
OG0089731	sp|P98172|EFNB1_HUMAN	Ephrin-B1
OG0089734	sp|Q9ULR3|PPM1H_HUMAN	Protein phosphatase 1H
OG0089736	sp|P17153|ANXA5_CHICK	Annexin A5
OG0089743	sp|P26022|PTX3_HUMAN	Pentraxin-related protein PTX3
OG0089759	sp|P58873|RHBL3_MOUSE	Rhomboid-related protein 3
OG0089762	sp|Q8BWU3|F131A_MOUSE	Protein FAM131A
OG0089770	sp|Q5SUE7|ADAD1_MOUSE	Adenosine deaminase domain-containing protein 1
OG0089776	sp|P67810|SC11A_BOVIN	Signal peptidase complex catalytic subunit SEC11A
OG0089783	sp|O75626|PRDM1_HUMAN	PR domain zinc finger protein 1
OG0089784	sp|Q8NHP6|MSPD2_HUMAN	Motile sperm domain-containing protein 2
OG0089785	sp|Q7ZY31|SPRE_XENLA	Sepiapterin reductase
OG0089787	sp|Q8QZX0|SBK1_MOUSE	Serine/threonine-protein kinase SBK1
OG0089802	sp|Q8BGQ7|SYAC_MOUSE	"Alanine--tRNA ligase, cytoplasmic"
OG0089805	sp|P04632|CPNS1_HUMAN	Calpain small subunit 1
OG0089814	sp|U3JA75|CXE1_DANRE	Gap junction epsilon-1 protein
OG0089816	sp|A0JN95|MET15_BOVIN	Probable methyltransferase-like protein 15
OG0089817	sp|Q9DCL4|MET15_MOUSE	Probable methyltransferase-like protein 15
OG0089820	sp|Q7SZI7|RET3_XENLA	Retinol-binding protein 3
OG0089821	sp|P52505|ACPM_BOVIN	"Acyl carrier protein, mitochondrial"
OG0089825	sp|Q32PE9|LSM3_BOVIN	U6 snRNA-associated Sm-like protein LSm3
OG0089826	sp|O76090|BEST1_HUMAN	Bestrophin-1
OG0089829	sp|Q8WZ60|KLHL6_HUMAN	Kelch-like protein 6
OG0089830	sp|F6RIX4|MCM9_XENTR	DNA helicase MCM9
OG0089834	sp|P34942|NDUAA_BOVIN	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"
OG0089842	sp|Q13123|RED_HUMAN	Protein Red
OG0089844	sp|A2VE58|SNG3_BOVIN	Synaptogyrin-3
OG0089847	sp|O95985|TOP3B_HUMAN	DNA topoisomerase 3-beta-1
OG0089851	sp|O94788|AL1A2_HUMAN	Retinal dehydrogenase 2
OG0089858	sp|Q9NV31|IMP3_HUMAN	U3 small nucleolar ribonucleoprotein protein IMP3
OG0089860	sp|Q5DUB1|NK1R_MERUN	Substance-P receptor
OG0089861	sp|P22727|WNT6_MOUSE	Protein Wnt-6
OG0089866	sp|Q9NUV9|GIMA4_HUMAN	GTPase IMAP family member 4
OG0089871	sp|Q9DGI3|THIO_ICTPU	Thioredoxin
OG0089872	sp|P48147|PPCE_HUMAN	Prolyl endopeptidase
OG0089873	sp|P57058|HUNK_HUMAN	Hormonally up-regulated neu tumor-associated kinase
OG0089876	sp|Q5ZLV4|NSUN2_CHICK	tRNA (cytosine(34)-C(5))-methyltransferase
OG0089877	sp|O35264|PA1B2_RAT	Platelet-activating factor acetylhydrolase IB subunit beta
OG0089880	sp|Q9Z2Z6|MCAT_MOUSE	Mitochondrial carnitine/acylcarnitine carrier protein
OG0089881	sp|Q3UJK4|GTPB2_MOUSE	GTP-binding protein 2
OG0089883	sp|P43346|DCK_MOUSE	Deoxycytidine kinase
OG0089886	sp|E7FDW2|PZR3B_DANRE	E3 ubiquitin-protein ligase PDZRN3-B
OG0089887	sp|Q12983|BNIP3_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3
OG0089889	sp|Q1LUK1|MIC13_DANRE	MICOS complex subunit MIC13
OG0089891	sp|Q9PW70|CISH_CHICK	Cytokine-inducible SH2-containing protein
OG0089912	sp|A8TSS9|DMTA2_MONAL	Doublesex- and mab-3-related transcription factor A2
OG0089925	sp|Q7Z628|ARHG8_HUMAN	Neuroepithelial cell-transforming gene 1 protein
OG0089928	sp|Q5D014|NATD1_DANRE	Protein NATD1
OG0089938	sp|Q92597|NDRG1_HUMAN	Protein NDRG1
OG0089941	sp|Q6NV12|S20AA_DANRE	Sodium-dependent phosphate transporter 1-A
OG0089944	sp|Q86VH4|LRRT4_HUMAN	Leucine-rich repeat transmembrane neuronal protein 4
OG0089945	sp|Q09666|AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK
OG0089948	sp|P45878|FKBP2_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP2
OG0089949	sp|Q4SS66|TRBP2_TETNG	RISC-loading complex subunit tarbp2
OG0089951	sp|Q9Y6P5|SESN1_HUMAN	Sestrin-1
OG0089961	sp|A5PLF5|TM2D3_DANRE	TM2 domain-containing protein 3
OG0089963	sp|Q8CFS6|KCNV2_MOUSE	Potassium voltage-gated channel subfamily V member 2
OG0089964	sp|Q8AXX8|SOX10_XENLA	Transcription factor Sox-10
OG0089967	sp|Q9BGL2|LRAT_BOVIN	Lecithin retinol acyltransferase
OG0089981	sp|Q6PFY1|FCSD1_MOUSE	F-BAR and double SH3 domains protein 1
OG0089987	sp|P15988|CO6A2_CHICK	Collagen alpha-2(VI) chain
OG0089988	sp|O09161|CASQ2_MOUSE	Calsequestrin-2
OG0089993	sp|Q92567|F168A_HUMAN	Protein FAM168A
OG0089995	sp|Q7Z5K2|WAPL_HUMAN	Wings apart-like protein homolog
OG0089997	sp|Q7ZVS9|MYCB_DANRE	Transcriptional regulator Myc-B
OG0089998	sp|O88956|PLPP1_CAVPO	Phospholipid phosphatase 1
OG0090005	sp|Q14289|FAK2_HUMAN	Protein-tyrosine kinase 2-beta
OG0090010	sp|Q9BUL9|RPP25_HUMAN	Ribonuclease P protein subunit p25
OG0090025	sp|Q02367|NDUB6_BOVIN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6
OG0090029	sp|Q708S6|ASI1C_DANRE	Acid-sensing ion channel 1C
OG0090036	sp|Q13490|BIRC2_HUMAN	Baculoviral IAP repeat-containing protein 2
OG0090046	sp|Q8SQ72|SGCG_CANLF	Gamma-sarcoglycan
OG0090048	sp|Q9UBL9|P2RX2_HUMAN	P2X purinoceptor 2
OG0090051	sp|P25963|IKBA_HUMAN	NF-kappa-B inhibitor alpha
OG0090062	sp|Q9JI33|NET4_MOUSE	Netrin-4
OG0090072	sp|O00186|STXB3_HUMAN	Syntaxin-binding protein 3
OG0090075	sp|Q9UBC2|EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1
OG0090079	sp|P28800|A2AP_BOVIN	Alpha-2-antiplasmin
OG0090080	sp|Q6P3K3|FBX9_DANRE	F-box only protein 9
OG0090081	sp|Q5RB79|RPP14_PONAB	Ribonuclease P protein subunit p14
OG0090082	sp|Q6Q1P3|KCNKI_RAT	Potassium channel subfamily K member 18
OG0090089	sp|Q5REE3|PANX1_PONAB	Pannexin-1
OG0090094	sp|O95393|BMP10_HUMAN	Bone morphogenetic protein 10
OG0090095	sp|P29218|IMPA1_HUMAN	Inositol monophosphatase 1
OG0090096	sp|P14618|KPYM_HUMAN	Pyruvate kinase PKM
OG0090101	sp|C0HKD9|MFA1B_MOUSE	Microfibrillar-associated protein 1B
OG0090102	sp|O42490|OPSP_PETMA	Pineal opsin
OG0090112	sp|Q9HCF6|TRPM3_HUMAN	Transient receptor potential cation channel subfamily M member 3
OG0090115	sp|Q9PTS8|ACHA9_CHICK	Neuronal acetylcholine receptor subunit alpha-9
OG0090120	sp|A8DZE7|D42E1_DANRE	Short-chain dehydrogenase/reductase family 42E member 1
OG0090124	sp|A1A5Y0|NELL2_DANRE	Protein kinase C-binding protein NELL2
OG0090125	sp|Q5FVC7|ACAP2_RAT	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"
OG0090128	sp|Q9NRG9|AAAS_HUMAN	Aladin
OG0090131	sp|P17920|MYOG_CHICK	Myogenin
OG0090133	sp|Q86WH2|RASF3_HUMAN	Ras association domain-containing protein 3
OG0090137	sp|P00515|KAP2_BOVIN	cAMP-dependent protein kinase type II-alpha regulatory subunit
OG0090138	sp|Q7Z429|LFG1_HUMAN	Protein lifeguard 1
OG0090139	sp|Q59I64|YLAT2_DANRE	Y+L amino acid transporter 2
OG0090140	sp|Q92536|YLAT2_HUMAN	Y+L amino acid transporter 2
OG0090141	sp|B0V1P1|MC4R_DANRE	Melanocortin receptor 4
OG0090147	sp|A0A060X6Z0|TY3H_ONCMY	Tyrosine 3-monooxygenase
OG0090152	sp|Q1KKT4|LNPA_TAKRU	Endoplasmic reticulum junction formation protein lunapark-A
OG0090158	sp|O42231|CP1A1_CHEAU	Cytochrome P450 1A1
OG0090160	sp|Q9HDC9|APMAP_HUMAN	Adipocyte plasma membrane-associated protein
OG0090165	sp|Q562C6|LZTL1_RAT	Leucine zipper transcription factor-like protein 1
OG0090167	sp|Q8N2G6|ZCH24_HUMAN	Zinc finger CCHC domain-containing protein 24
OG0090173	sp|Q9D8U8|SNX5_MOUSE	Sorting nexin-5
OG0090174	sp|Q2TBP7|MYCBP_BOVIN	c-Myc-binding protein
OG0090176	sp|P00491|PNPH_HUMAN	Purine nucleoside phosphorylase
OG0090177	sp|Q9I9A2|RX2_ORYLA	Retinal homeobox protein Rx2
OG0090183	sp|Q8N987|NECA1_HUMAN	N-terminal EF-hand calcium-binding protein 1
OG0090184	sp|Q8N987|NECA1_HUMAN	N-terminal EF-hand calcium-binding protein 1
OG0090186	sp|P42685|FRK_HUMAN	Tyrosine-protein kinase FRK
OG0090188	sp|Q6DH69|FAH2A_DANRE	Fatty-acid amide hydrolase 2-A
OG0090190	sp|Q12981|SEC20_HUMAN	Vesicle transport protein SEC20
OG0090193	sp|Q8CHK7|NQO1_CAVPO	NAD(P)H dehydrogenase [quinone] 1
OG0090202	sp|Q3ZBD0|PSMD7_BOVIN	26S proteasome non-ATPase regulatory subunit 7
OG0090203	sp|Q6UX65|DRAM2_HUMAN	DNA damage-regulated autophagy modulator protein 2
OG0090204	sp|Q9H2B2|SYT4_HUMAN	Synaptotagmin-4
OG0090207	sp|Q9WV85|NDK3_MOUSE	Nucleoside diphosphate kinase 3
OG0090209	sp|B8JM82|NTM1B_DANRE	Alpha N-terminal protein methyltransferase 1B
OG0090212	sp|Q6GQN8|MECR_DANRE	"Enoyl-[acyl-carrier-protein] reductase, mitochondrial"
OG0090214	sp|O18728|FSCN2_BOVIN	Fascin-2
OG0090215	sp|P60983|GMFB_HUMAN	Glia maturation factor beta
OG0090216	sp|P63043|STMN4_RAT	Stathmin-4
OG0090220	sp|Q7ZTZ2|RLP24_DANRE	Probable ribosome biogenesis protein RLP24
OG0090221	sp|P19336|CCN1_CHICK	CCN family member 1
OG0090223	sp|Q14296|FASTK_HUMAN	Fas-activated serine/threonine kinase
